Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
305	7	0	0.7625	267.041015	294.111086	267.041015	324.654357	20.7182999	0	0	1597.31	0	0	3
310	8	0	0.775	266.979075	291.93637	266.979075	324.654357	22.8930161	0	0	1610.32	0	0	3
315	8	0	0.7875	266.96279	290.494081	266.96279	324.492819	24.3353053	0	0	1623.04	0	0	3
320	8	0	0.8	266.973871	289.056107	266.96279	323.859751	25.773279	0	0	1635.96	0	0	3
325	8	0	0.8125	266.98403	287.634214	266.96279	322.807688	27.195172	0	0	1648.95	0	0	3
330	8	0	0.825	266.974576	287.13032	266.96279	322.807688	27.6990656	0	0	1661.58	0	0	3
335	8	0	0.8375	266.920639	284.875894	266.920639	319.778044	29.9534922	0	0	1673.9	0	0	3
340	8	0	0.85	266.810964	283.551717	266.810964	317.946891	31.2776692	0	0	1686.01	0	0	3
345	8	0	0.8625	266.645309	282.269177	266.645309	315.978131	32.5602088	0	0	1698.01	0	0	3
350	8	0	0.875	266.425538	281.030362	266.425538	313.912246	33.7703629	0	0	1709.79	0	0	3
355	9	0	0.8875	266.143302	280.667263	266.143302	313.912246	34.133462	0	0	1721.36	0	0	3
360	9	0	0.9	265.805609	278.687183	265.805609	309.53937	35.8694773	0	0	1732.73	0	0	3
365	9	0	0.9125	265.413085	277.584025	265.413085	307.27121	36.7644787	0	0	1743.99	0	0	3
370	9	0	0.925	264.969953	276.526494	264.969953	304.994754	37.5621838	0	0	1755.1	0	0	3
375	9	0	0.9375	264.481919	275.513673	264.481919	302.740615	38.2586961	0	0	1766.08	0	0	3
380	9	0	0.95	263.950629	275.231648	263.950629	302.740615	38.5503257	0	0	1776.96	0	0	3
385	9	0	0.9625	263.377172	273.615306	263.377172	298.327635	34.9504633	0	0	1787.78	0	0	3
390	9	0	0.975	262.764743	272.726233	262.764743	296.158601	33.3938586	0	0	1798.54	0	0	3
395	10	0	0.9875	262.119119	271.875246	262.119119	294.021562	31.9024432	0	0	1809.21	0	0	3
400	10	0	1	261.445832	271.060853	261.445832	291.917536	30.4717048	9.48127877	0	1819.73	0	0	3
405	10	0	1.0125	260.747651	270.281606	260.747651	289.862084	29.1144322	9.58600584	0	1830.13	0	0	3
410	10	0	1.025	260.031213	270.031596	260.031213	289.862084	29.8308701	9.63973867	0	1840.4	0	0	3
