Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	0	0	0.0025	0.137932958	0.137932958	0.137932958	0.137932958	0	0	0	0.14	0	0	3
5	0	0	0.0125	0.132355846	0.135144402	0.132355846	0.137932958	0.00278855569	0	0	0.140007	0	0	3
10	0	0	0.025	0.127456457	0.132581754	0.127456457	0.137932958	0.00535120404	0	0	0.140007	0	0	3
15	0	0	0.0375	0.123395645	0.130285226	0.123395645	0.137932958	0.00764773114	0	0	0.140181	0	0	3
20	0	0	0.05	0.119843219	0.128196825	0.119843219	0.137932958	0.00973613256	0	0	0.140484	0	0	3
25	0	0	0.0625	0.116763519	0.126291274	0.116763519	0.137932958	0.0116416837	0	0	0.140704	0	0	3
30	1	0	0.075	0.114085537	0.124547597	0.114085537	0.137932958	0.0133853604	0	0	0.140797	0	0	3
35	1	0	0.0875	0.111738681	0.122946483	0.111738681	0.137932958	0.0149864749	0	0	0.141096	0	0	3
40	1	0	0.1	0.109676827	0.121472077	0.109676827	0.137932958	0.0164608811	0	0	0.141374	0	0	3
45	1	0	0.1125	0.107859703	0.120110839	0.107859703	0.137932958	0.0178221185	0	0	0.141255	0	0	3
50	1	0	0.125	0.106192206	0.118845509	0.106192206	0.137932958	0.0190874488	0	0	0.141131	0	0	3
55	1	0	0.1375	0.104627376	0.117660664	0.104627376	0.137932958	0.0202722931	0	0	0.14145	0	0	3
60	1	0	0.15	0.103126005	0.116542614	0.103126005	0.137932958	0.0213903439	0	0	0.141631	0	0	3
65	1	0	0.1625	0.10168832	0.115481593	0.10168832	0.137932958	0.0224513649	0	0	0.141651	0	0	3
70	2	0	0.175	0.100296782	0.114469272	0.100296782	0.137932958	0.0234636856	0	0	0.141506	0	0	3
75	2	0	0.1875	0.0989571972	0.113499767	0.0989571972	0.137932958	0.0244331903	0	0	0.141205	0	0	3
80	2	0	0.2	0.0976731871	0.112568792	0.0976731871	0.137932958	0.0253641656	0	0	0.140907	0	0	3
85	2	0	0.2125	0.0964426085	0.111672893	0.0964426085	0.137932958	0.0262600647	0	0	0.14066	0	0	3
90	2	0	0.225	0.095253252	0.110808701	0.095253252	0.137932958	0.0271242563	0	0	0.140527	0	0	3
95	2	0	0.2375	0.0940853326	0.109972533	0.0940853326	0.137932958	0.0279604247	0	0	0.140555	0	0	3
100	2	0	0.25	0.0929189595	0.109160458	0.0929189595	0.137932958	0.0287724997	0	0	0.140664	0	0	3
105	2	0	0.2625	0.0917386287	0.108368557	0.0917386287	0.137932958	0.029564401	0	0	0.140805	0	0	3
110	3	0	0.275	0.0905331348	0.107593104	0.0905331348	0.137932958	0.0303398541	0	0	0.140969	0	0	3
115	3	0	0.2875	0.0892937188	0.106830629	0.0892937188	0.137932958	0.0311023285	0	0	0.141152	0	0	3
120	3	0	0.3	0.0880139055	0.10607796	0.0880139055	0.137932958	0.0318549974	0	0	0.14135	0	0	3
125	3	0	0.3125	0.0866844457	0.105332056	0.0866844457	0.137932958	0.0326009018	0	0	0.141558	0	0	3
130	3	0	0.325	0.0852929718	0.104589868	0.0852929718	0.137932958	0.0333430901	0	0	0.141762	0	0	3
135	3	0	0.3375	0.0838284957	0.10384839	0.0838284957	0.137932958	0.0340845677	0	0	0.141925	0	0	3
140	3	0	0.35	0.0822739419	0.103104443	0.0822739419	0.137932958	0.0348285142	0	0	0.142031	0	0	3
145	3	0	0.3625	0.0806106161	0.102354649	0.0806106161	0.137932958	0.0355783084	0	0	0.142068	0	0	3
150	4	0	0.375	0.0788147106	0.101595296	0.0788147106	0.137932958	0.0363376613	0	0	0.142018	0	0	3
155	4	0	0.3875	0.0768643118	0.100822453	0.0768643118	0.137932958	0.0371105045	0	0	0.141856	0	0	3
160	4	0	0.4	0.0747498104	0.100032373	0.0747498104	0.137932958	0.0379005846	0	0	0.141553	0	0	3
165	4	0	0.4125	0.0724857092	0.099222177	0.0724857092	0.137932958	0.0387107806	0	0	0.141081	0	0	3
170	4	0	0.425	0.0701101138	0.0983904038	0.0701101138	0.137932958	0.0395425538	0	0	0.140418	0	0	3
175	4	0	0.4375	0.0676777928	0.0975372757	0.0676777928	0.137932958	0.0403956819	0	0	0.140247	0	0	3
180	4	0	0.45	0.06523387	0.0966642107	0.06523387	0.137932958	0.0412687469	0	0	0.140352	0	0	3
185	4	0	0.4625	0.0628165962	0.095773484	0.0628165962	0.137932958	0.0421594736	0	0	0.14048	0	0	3
190	5	0	0.475	0.0604633414	0.0948680957	0.0604633414	0.137932958	0.0430648619	0	0	0.140637	0	0	3
195	5	0	0.4875	0.0581920366	0.0939511942	0.0581920366	0.137932958	0.0439817634	0	0	0.140828	0	0	3
200	5	0	0.5	0.0560066584	0.0930257178	0.0560066584	0.137932958	0.0449072399	0	0	0.141052	0	0	3
205	5	0	0.5125	0.0539032391	0.0909762124	0.0539032391	0.132355846	0.0441681895	0	0	0.141306	0	0	3
210	5	0	0.525	0.0518736589	0.0880521516	0.0518736589	0.123395645	0.0422330749	0	0	0.141581	0	0	3
215	5	0	0.5375	0.049915024	0.0862151361	0.049915024	0.119843219	0.041981689	0	0	0.141869	0	0	3
220	5	0	0.55	0.0480318427	0.0844198517	0.0480318427	0.116763519	0.0418714223	0	0	0.14215	0	0	3
225	5	0	0.5625	0.0462261952	0.0826564186	0.0462261952	0.114085537	0.0418911787	0	0	0.142366	0	0	3
230	6	0	0.575	0.0445036087	0.0817258623	0.0445036087	0.114085537	0.042821735	0	0	0.142475	0	0	3
235	6	0	0.5875	0.0428726664	0.07919522	0.0428726664	0.109676827	0.0422768565	0	0	0.142438	0	0	3
